sessionID,playerID,gameType,difficultyLevel,sessionDuration,score,deaths,completed,timestamp,victory,combosExecuted,perfectDodges,hitsDealt,hitsTaken,playerAccuracy,avgReactionTime,combatEfficiency,damagePerSecond,damageIntakeRate,survivalRate,comboRate,dodgeRate,reactionScore,combatPerformanceIndex,efficiencyPerAccuracy
df1c59af-510a-4782-9cd4-73fb810e0796,15,Fighting,Hard,64.01,3817,0,True,26/1/2026 2:59,True,10.0,19.0,20.0,3.0,0.8333333,0.2649086,5.0,0.3124511795032026,0.04686767692548039,1,9.373535385096078,17.809717231682548,3.7606907034973673,0.5279187713869894,5.3571430484693945
df39e7e2-2037-45cd-9709-3c0a5617c150,16,Fighting,Easy,19.53,2300,0,True,26/1/2026 3:20,True,6.0,2.0,10.0,1.0,1.0,1.399716,5.0,0.5120327700972862,0.05120327700972862,1,18.433179723502302,6.1443932411674345,0.7139205948957534,0.5578137513621384,4.545454545454545
f0b8ce06-66ab-444c-b98d-442190c41ba3,16,Fighting,Medium,37.56,2856,0,True,26/1/2026 3:21,True,6.0,10.0,13.0,2.0,0.8125,0.3619781,4.333333333333333,0.34611288604898827,0.05324813631522896,1,9.584664536741213,15.97444089456869,2.7549871466074674,0.49622262499658665,4.748858447488584
b02c80bf-b927-4238-b1ec-ebbe916866eb,16,Fighting,Hard,60.23,2344,1,True,26/1/2026 3:22,False,8.0,15.0,16.0,8.0,0.8888889,0.2064321,1.7777777777777777,0.2656483479993359,0.13282417399966795,0,7.969450439980077,14.942719574962643,4.820854631467357,0.4446575908433199,1.7977527887892946
2751348a-da0f-478f-9054-0a8bdd1fa6cf,17,Fighting,Easy,19.79,2550,0,True,26/1/2026 4:01,True,7.0,4.0,10.0,1.0,1.0,0.9068742,5.0,0.5053057099545225,0.05053057099545225,1,21.222839818089945,12.127337038908541,1.1014741910277879,0.6103738830368441,4.545454545454545
3f56a5ea-1311-4d08-9b67-c9b6d3e997b7,17,Fighting,Medium,50.48,3082,0,True,26/1/2026 4:02,True,5.0,13.0,13.0,4.0,0.7647059,0.2974748,2.6,0.25752773375594296,0.0792393026941363,1,5.942947702060222,15.451664025356578,3.350366597113056,0.41798634298820214,3.006802659725116
1e259014-92d8-4e0d-8979-bde6484fb8bc,17,Fighting,Hard,64.9,2425,1,True,26/1/2026 4:04,False,4.0,18.0,17.0,8.0,0.85,0.2927462,1.8888888888888888,0.26194144838212635,0.12326656394453003,0,3.697996918335901,16.640986132511554,3.404299357744883,0.421707228741127,1.9883040935672516
c82dd5c6-b2a4-497d-be0c-e4397a0e27bc,18,Fighting,Easy,18.91,2505,0,True,26/1/2026 4:11,True,7.0,4.0,10.0,1.0,0.9090909,1.129135,5.0,0.5288207297726071,0.052882072977260705,1,22.210470650449498,12.69169751454257,0.8848500400394644,0.5921752173167997,4.954954999594189
106c4ce5-33fe-41e0-ada5-5fffd2915ebd,18,Fighting,Medium,36.31,1408,1,True,26/1/2026 4:12,False,4.0,6.0,11.0,10.0,0.9166667,0.4667562,1.0,0.3029468465987331,0.27540622418066646,0,6.6097493803359955,9.914624070503994,2.1378658369466828,0.39646521819062813,0.9836065251276549
5130f298-bd3e-4990-a761-59be5543097a,18,Fighting,Hard,33.58,839,1,True,26/1/2026 4:12,False,0.0,3.0,7.0,8.0,0.7777778,0.2864787,0.7777777777777778,0.2084574151280524,0.23823704586063135,0,0.0,5.360333531864205,3.4785185824201936,0.28417251472243854,0.8860759269347868
46f52a13-88f8-40eb-9f64-65cad9d75f2f,19,Fighting,Easy,15.34,2450,0,True,26/1/2026 4:34,True,9.0,2.0,10.0,0.0,1.0,1.297291,10.0,0.651890482398957,0.0,1,35.20208604954368,7.822685788787484,0.7702433429793476,0.7787684284424833,9.09090909090909
01ec819b-4fd1-47be-9b9d-c263b7fa17f8,19,Fighting,Medium,36.0,3233,0,True,26/1/2026 4:35,True,7.0,13.0,13.0,1.0,0.8666667,0.4414793,6.5,0.3611111111111111,0.027777777777777776,1,11.666666666666666,21.666666666666668,2.2599927273434033,0.6092284050617284,6.724137699167666
96716059-2a3a-4019-8730-3c18e4dcf947,19,Fighting,Hard,41.53,2500,1,True,26/1/2026 4:36,False,7.0,15.0,16.0,8.0,1.0,0.3318934,1.7777777777777777,0.3852636648206116,0.1926318324103058,0,10.113171201541054,21.671081146159402,3.0039646325220026,0.5314549671640931,1.616161616161616
2a228eb8-3478-403c-a782-983e556a08ba,20,Fighting,Easy,47.15,2317,0,True,26/1/2026 16:42,True,7.0,4.0,10.0,0.0,0.8333333,1.046275,10.0,0.21208907741251326,0.0,1,8.907741251325557,5.090137857900318,0.9548590389343774,0.5626109515611206,10.714286096938789
dbc845e0-a43f-40d0-b772-4447b5c176fd,20,Fighting,Medium,41.9,2564,0,True,26/1/2026 19:01,True,5.0,7.0,13.0,2.0,0.9285714,0.4843897,4.333333333333333,0.31026252983293556,0.0477326968973747,1,7.159904534606206,10.023866348448687,2.0602002885516524,0.4807557008477653,4.212963079989715
e7714914-2ac6-444c-b765-36948be409d7,20,Fighting,Hard,52.85,2300,1,True,26/1/2026 19:02,False,5.0,14.0,16.0,8.0,1.0,0.2894371,1.7777777777777777,0.30274361400189215,0.15137180700094607,0,5.676442762535478,15.894039735099339,3.4430862999251817,0.4708004431183239,1.616161616161616
1d9f7a29-242c-4803-98a5-22972de67a96,21,Fighting,Easy,16.31,2400,0,True,26/1/2026 20:48,True,8.0,2.0,10.0,1.0,1.0,1.050293,5.0,0.6131207847946046,0.061312078479460456,1,29.42979767014102,7.357449417535255,0.9512096056950823,0.627734020867068,4.545454545454545
77693f36-bbfe-4340-ad3f-24c946eafba2,21,Fighting,Medium,43.96,2906,0,True,26/1/2026 20:49,True,5.0,11.0,13.0,4.0,0.8125,0.3585427,2.6,0.29572338489535943,0.09099181073703366,1,6.824385805277525,15.013648771610557,2.7813108150992916,0.4346448305763592,2.849315068493151
408beb9b-ae28-4535-9544-c33987ef02da,21,Fighting,Hard,51.42,3700,0,True,26/1/2026 20:50,True,11.0,15.0,20.0,5.0,1.0,0.2790527,3.3333333333333335,0.38895371450797356,0.09723842862699339,1,12.835472578763127,17.50291715285881,3.5707565040437035,0.5572436811643346,3.0303030303030303
18a66223-ae0d-4999-ae92-172281df49b9,22,Fighting,Easy,18.06,2467,0,True,26/1/2026 23:39,True,7.0,4.0,10.0,1.0,0.8333333,1.208542,5.0,0.5537098560354374,0.05537098560354375,1,23.255813953488374,13.2890365448505,0.8267592196054375,0.5790522469592337,5.3571430484693945
0097a5dc-a42c-4c05-a20b-cb4742e9070f,22,Fighting,Medium,42.38,2606,0,True,26/1/2026 23:40,True,5.0,8.0,13.0,0.0,0.8125,0.3608017,13.0,0.3067484662576687,0.0,1,7.078810759792355,11.326097215667767,2.763945000811218,0.653463903107013,14.246575342465754
c484720b-38b8-4968-9762-790d1be0795b,22,Fighting,Hard,52.35,3900,0,True,26/1/2026 23:41,True,13.0,16.0,20.0,5.0,1.0,0.1822624,3.3333333333333335,0.38204393505253104,0.09551098376313276,1,14.899713467048711,18.338108882521492,5.456656684622705,0.5740962783369661,3.0303030303030303
380a5bbb-832d-466d-9f4a-1d5578d4b43f,23,Fighting,Easy,17.34,2455,0,True,27/1/2026 14:49,True,8.0,3.0,10.0,0.0,0.9090909,0.8226865,10.0,0.5767012687427913,0.0,1,27.68166089965398,10.380622837370243,1.2140541334597568,0.7244637815981033,9.909909999188377
cd845804-6298-4741-9de4-1118d18c6668,23,Fighting,Medium,42.81,825,1,True,27/1/2026 14:50,False,2.0,2.0,12.0,10.0,0.75,0.09316444,1.0909090909090908,0.2803083391730904,0.23359028264424198,0,2.8030833917309037,2.8030833917309037,10.619720140639078,0.2832999237519209,1.2834224598930482
6abaaeb2-54e7-4087-b51e-0a4caa5d06ab,23,Fighting,Hard,21.45,929,1,True,27/1/2026 14:51,False,0.0,2.0,6.0,8.0,0.8571429,0.1880913,0.6666666666666666,0.27972027972027974,0.372960372960373,0,0.0,5.594405594405595,5.288450605606921,0.306854184326699,0.6965173817479778
cd3dec6c-526a-425c-a5c8-c524134e15e3,24,Fighting,Easy,19.99,1985,0,True,27/1/2026 14:58,True,6.0,0.0,10.0,2.0,0.7692308,0.0,3.3333333333333335,0.5002501250625313,0.10005002501250626,1,18.009004502251127,0.0,1000.0,0.4100101425025333,3.8348081238416007
3b7ec94a-abdb-4a16-bc41-43631460f745,24,Fighting,Medium,35.36,2650,0,True,27/1/2026 14:58,True,8.0,6.0,13.0,2.0,1.0,0.3060404,4.333333333333333,0.36764705882352944,0.05656108597285068,1,13.574660633484163,10.180995475113123,3.2569003948666038,0.5395937270371659,3.939393939393939
a4eaba46-aa1f-4143-9c2d-d8ffef88b86a,24,Fighting,Hard,36.52,1500,1,True,27/1/2026 14:59,False,5.0,6.0,13.0,8.0,1.0,0.2606608,1.4444444444444444,0.3559693318729463,0.21905805038335158,0,8.214676889375683,9.85761226725082,3.82174173586567,0.44049016579137057,1.313131313131313
be4c6c3d-ebe7-4d6e-b94c-c896f46f649d,25,Fighting,Easy,24.86,2262,0,True,27/1/2026 15:35,True,5.0,4.0,10.0,0.0,0.625,0.6797352,10.0,0.4022526146419952,0.0,1,12.067578439259856,9.654062751407885,1.4689999870728,0.5460672930805675,13.793103448275863
f4cbae23-26ae-42d1-a735-e5a24ec62be2,25,Fighting,Medium,40.04,2792,0,True,27/1/2026 15:36,True,4.0,11.0,13.0,4.0,0.6842105,0.5530367,2.6,0.3246753246753247,0.0999000999000999,1,5.994005994005994,16.483516483516485,1.8049345828534462,0.400459150580616,3.3154363528669917
3c896349-2d43-4d3d-a233-579e2d12c6e3,25,Fighting,Hard,26.75,678,1,True,27/1/2026 15:37,False,0.0,1.0,5.0,8.0,0.5555556,0.6102905,0.5555555555555556,0.18691588785046728,0.29906542056074764,0,0.0,2.2429906542056073,1.6358834302185297,0.19324995342439494,0.8474575696638936
d13de8df-12b5-480e-9b8f-18c6625eb7de,26,Fighting,Easy,27.55,2267,0,True,27/1/2026 15:47,True,5.0,3.0,10.0,0.0,0.8333333,0.7328898,10.0,0.3629764065335753,0.0,1,10.88929219600726,6.533575317604356,1.3626023961635656,0.5827258807658182,10.714286096938789
e8bc636f-42ee-4807-bc39-801255a61762,26,Fighting,Medium,59.79,2614,0,True,27/1/2026 15:48,True,4.0,8.0,13.0,8.0,0.9285714,0.3106689,1.4444444444444444,0.21742766348887774,0.1338016390700786,1,4.014049172102358,8.028098344204716,3.2085331581046423,0.38397008741572713,1.4043210266632382
40e9c215-ac97-4c05-9182-6cfc14e4c0b4,26,Fighting,Hard,58.17,3705,0,True,27/1/2026 15:50,True,10.0,16.0,20.0,6.0,0.9090909,0.2329063,2.857142857142857,0.34381983840467595,0.10314595152140278,1,10.314595152140278,16.503352243424445,4.275216186994536,0.49852639399406984,2.831402856910965
f2c4a2bb-f26a-4cea-82af-17475da25ff5,27,Fighting,Easy,21.91,2067,0,True,27/1/2026 16:07,True,5.0,1.0,10.0,1.0,0.8333333,1.360352,5.0,0.45641259698767683,0.045641259698767686,1,13.692377909630306,2.7384755819260613,0.7345638747362916,0.45998060221703396,5.3571430484693945
8797b740-dda7-46b2-8d32-7df154901dd1,27,Fighting,Medium,35.36,2714,0,True,27/1/2026 16:08,True,8.0,7.0,13.0,2.0,0.9285714,0.3170515,4.333333333333333,0.36764705882352944,0.05656108597285068,1,13.574660633484163,11.877828054298641,3.144144894773331,0.5285767377089376,4.212963079989715
96cd220f-9cc0-4bf2-a9b2-505b65623189,27,Fighting,Hard,56.07,2274,1,True,27/1/2026 16:09,False,7.0,13.0,18.0,8.0,0.9473684,0.3347262,2.0,0.32102728731942215,0.14267879436418762,0,7.49063670411985,13.911182450508294,2.978617695014569,0.45827986860118375,1.9095477770763372
de8a58ce-1f29-4fc0-b950-2d300cac6e6d,28,Fighting,Easy,19.7,2405,0,True,28/1/2026 15:13,True,7.0,3.0,10.0,0.0,0.9090909,1.077378,10.0,0.5076142131979695,0.0,1,21.31979695431472,9.137055837563452,0.9273186211143033,0.6806885698394725,9.909909999188377
02fd4e72-0dec-46a3-861a-533a398d156f,28,Fighting,Medium,54.2,2932,0,True,28/1/2026 15:14,True,6.0,11.0,13.0,7.0,0.7647059,0.4632939,1.625,0.23985239852398524,0.12915129151291513,1,6.642066420664206,12.177121771217712,2.153808180551155,0.3793661176203993,1.8792516623281974
0b733f83-6470-4c79-83ac-6e5d6ce93462,28,Fighting,Hard,40.35,1150,1,True,28/1/2026 15:14,False,0.0,7.0,9.0,8.0,0.6,0.3095289,1.0,0.22304832713754646,0.19826517967781906,0,0.0,10.408921933085502,3.2203121835036934,0.26694500047659897,1.4285714285714286
f7cabec5-419b-452a-90ac-69043c11e719,29,Fighting,Easy,18.47,2350,0,True,28/1/2026 15:22,True,7.0,2.0,10.0,1.0,1.0,1.141632,5.0,0.5414185165132648,0.05414185165132648,1,22.73957769355712,6.497022198159177,0.8751724089645662,0.5844441667939231,4.545454545454545
bd739d6f-7d50-45ca-8300-ac5de2793646,29,Fighting,Medium,37.0,907,1,True,28/1/2026 15:23,False,2.0,3.0,10.0,10.0,0.7142857,0.7041423,0.9090909090909091,0.2702702702702703,0.2702702702702703,0,3.2432432432432434,4.864864864864865,1.4181534705831718,0.28354146925575924,1.1164274518033523
ef35e019-1a65-4ca5-b7cc-97558b1d740a,29,Fighting,Hard,31.42,744,1,True,28/1/2026 15:23,False,1.0,1.0,8.0,8.0,0.8888889,0.7531738,0.8888888888888888,0.2546148949713558,0.2546148949713558,0,1.9096117122851686,1.9096117122851686,1.3259543092056498,0.3097460957019591,0.8988763943946473
db985b2f-c772-4a26-9830-5f106989f6a0,30,Fighting,Easy,25.42,1985,0,True,1/2/2026 19:25,True,4.0,1.0,10.0,0.0,0.7692308,1.473244,10.0,0.3933910306845004,0.0,1,9.44138473642801,2.3603461841070024,0.6783137662422232,0.5296623654076809,11.504424371524802
4069bc1d-f40d-440a-8bdc-f831b595e664,30,Fighting,Medium,36.13,736,1,True,1/2/2026 19:26,False,2.0,2.0,12.0,10.0,0.5714286,0.1859398,1.0909090909090908,0.3321339606974813,0.2767783005812344,0,3.3213396069748127,3.3213396069748127,5.3493156620473545,0.23585293382374486,1.6247581513642566
ef83ab33-b9f2-44db-9b8e-551343610f5b,30,Fighting,Hard,203.91,417,1,True,1/2/2026 19:39,False,0.0,0.0,5.0,8.0,0.8333333,0.0,0.5555555555555556,0.02452062184296994,0.039232994948751904,0,0.0,0.0,1000.0,0.26282050282051284,0.5952381164965994
